Scenario Node ID,Electricity Price,Fuel Supply
0,6.0162,1348.03
1,31.9428,1274.86
2,31.9348,1274.86
3,6.03424,1274.86
4,32.92,740.241
5,13.41,740.241
6,15.6553,740.241
7,20.5448,740.241
8,28.369,740.241
9,25.4012,740.241
10,30.8673,740.241
11,8.72363,740.241
12,27.6805,942.183
13,9.08671,942.183
14,2.70104,942.183
15,21.9942,942.183
16,26.0649,942.183
17,5.41098,942.183
18,19.3604,942.183
19,19.6389,942.183
20,28.211,942.183
21,14.1685,942.183
22,27.085,942.183
23,23.5539,942.183
24,19.0484,942.183
25,33.484,942.183
26,14.1859,942.183
27,33.1074,942.183
28,3.30165,942.183
29,27.6274,942.183
30,33.5942,942.183
31,9.31785,942.183
32,25.5701,942.183
33,31.529,942.183
34,15.3521,942.183
35,24.4902,942.183
36,10.939,1053.66
37,31.0074,1053.66
38,11.035,1053.66
39,5.30803,1053.66
40,22.4085,1053.66
41,7.90237,1053.66
42,14.0317,1053.66
43,16.0891,1053.66
44,16.9891,1053.66
45,16.7327,1053.66
46,4.08329,1053.66
47,9.05396,1053.66
48,22.1437,1053.66
49,23.4437,1053.66
50,28.6929,1053.66
51,16.3547,1053.66
52,3.61217,1053.66
53,21.7779,1053.66
54,5.90864,1053.66
55,22.6606,1053.66
56,21.2619,1053.66
57,20.0945,1053.66
58,21.768,1053.66
59,24.5636,1053.66
60,13.7219,1449.21
61,21.3622,1449.21
62,33.8814,1449.21
63,5.29203,1449.21
64,18.8912,1449.21
65,15.2335,1449.21
66,29.7822,1449.21
67,29.8302,1449.21
68,12.2409,1449.21
69,6.81724,1449.21
70,1.13826,1449.21
71,0.649425,1449.21
72,14.7196,1449.21
73,15.1699,1449.21
74,16.7385,1449.21
75,31.7087,1449.21
76,31.9026,1449.21
77,20.8218,1449.21
78,6.76264,1449.21
79,20.0463,1449.21
