Scenario Node ID,Electricity Price,Fuel Supply
0,5.25897,620.681
1,15.3734,709.445
2,19.1193,709.445
3,26.1389,581.792
4,21.2935,581.792
5,32.8426,581.792
6,24.071,581.792
7,0.238671,329.502
8,30.7153,329.502
9,11.2691,329.502
10,7.14093,329.502
11,26.7898,329.502
12,29.1151,329.502
13,5.00629,329.502
14,13.5623,329.502
15,29.1343,1340.93
16,11.2164,1340.93
17,5.68694,1340.93
18,14.3097,1340.93
19,20.3865,1340.93
20,31.0963,1340.93
21,25.8158,1340.93
22,27.4888,1340.93
23,13.605,1340.93
24,12.937,1340.93
25,12.4773,1340.93
26,16.5323,1340.93
27,10.6201,1340.93
28,26.833,1340.93
29,20.1084,1340.93
30,33.5645,1340.93
31,32.092,204.549
32,1.48177,204.549
33,18.6838,204.549
34,24.2308,204.549
35,22.7753,204.549
36,17.5263,204.549
37,14.3018,204.549
38,23.0139,204.549
39,14.2417,204.549
40,25.5708,204.549
41,30.1549,204.549
42,7.03147,204.549
43,20.686,204.549
44,1.16116,204.549
45,20.5938,204.549
46,15.8203,204.549
47,12.3776,901.396
48,26.2807,901.396
49,30.13,901.396
50,32.7641,901.396
51,23.3771,901.396
52,21.9458,901.396
53,26.2529,901.396
54,2.98208,901.396
55,0.882857,901.396
56,4.73026,901.396
57,19.5144,901.396
58,11.503,901.396
59,31.5632,901.396
60,5.62279,901.396
61,11.0675,901.396
62,29.6552,901.396
63,7.10455,1470.84
64,29.7512,1470.84
65,19.886,1470.84
66,29.8798,1470.84
67,13.2776,1470.84
68,0.187781,1470.84
69,18.8938,1470.84
70,27.5192,1470.84
71,25.7586,1470.84
72,15.0486,1470.84
73,0.550713,1470.84
74,12.4446,1470.84
75,16.2098,1470.84
76,21.1445,1470.84
77,28.2649,1470.84
78,28.5874,1470.84
79,13.4252,226.029
80,24.3949,226.029
81,27.3515,226.029
82,2.80227,226.029
83,12.3407,226.029
84,19.6044,226.029
85,5.78435,226.029
86,13.2236,226.029
87,24.3347,226.029
88,25.2988,226.029
89,24.7266,226.029
90,21.8979,226.029
91,30.9216,226.029
92,1.79403,226.029
93,17.5531,226.029
94,4.02611,226.029
95,31.5453,1551.25
96,3.43913,1551.25
97,33.9059,1551.25
98,10.8228,1551.25
99,3.62691,1551.25
