Scenario Node ID,Electricity Price,Fuel Supply
0,11.3803,1442.21
1,12.2716,1316.76
2,5.01131,1316.76
3,18.0435,1251.52
4,0.585571,1251.52
5,0.475812,1251.52
6,24.4325,1251.52
7,10.2328,648.754
8,20.9543,648.754
9,27.2171,648.754
10,6.92492,648.754
11,28.3318,648.754
12,26.1531,648.754
13,10.7308,648.754
14,26.9693,648.754
15,31.4251,760.275
16,26.3148,760.275
17,18.2607,760.275
18,1.83224,760.275
19,24.0049,760.275
20,2.84017,760.275
21,8.28933,760.275
22,9.00109,760.275
23,6.96586,760.275
24,1.63709,760.275
25,11.8474,760.275
26,28.628,760.275
27,17.0376,760.275
28,1.39987,760.275
29,14.5112,760.275
30,12.922,760.275
31,12.7802,593.18
32,26.7828,593.18
33,17.9333,593.18
34,30.8236,593.18
35,27.3684,593.18
36,18.4091,593.18
37,23.2562,593.18
38,5.60115,593.18
39,7.36349,593.18
40,18.4732,593.18
41,12.5261,593.18
42,3.69529,593.18
43,12.6264,593.18
44,23.2569,593.18
45,30.6646,593.18
46,12.0515,593.18
47,17.5717,593.18
48,16.9254,593.18
49,13.8837,593.18
50,9.57664,593.18
51,19.7655,593.18
52,22.173,593.18
53,18.5777,593.18
54,26.7314,593.18
55,23.8101,593.18
56,30.4251,593.18
57,23.3594,593.18
58,8.84771,593.18
59,31.825,593.18
60,5.87061,593.18
