Scenario Node ID,Electricity Price,Fuel Supply
0,10.9695,886.312
1,21.3878,1451.6
2,7.86945,1451.6
3,1.27196,1451.6
4,25.2498,1559.82
5,0.978708,1559.82
6,19.692,1559.82
7,30.7083,1559.82
8,7.98779,1559.82
9,4.24263,1559.82
10,26.6367,1559.82
11,23.2683,1559.82
12,1.12372,1713.22
13,21.1816,1713.22
14,17.331,1713.22
15,5.2635,1713.22
16,21.9435,1713.22
17,12.2153,1713.22
18,23.3547,1713.22
19,18.0626,1713.22
20,26.3826,1713.22
21,30.3917,1713.22
22,16.4776,1713.22
23,23.7983,1713.22
24,8.85067,1713.22
25,4.43698,1713.22
26,18.5771,1713.22
27,17.7129,1713.22
28,25.4298,1713.22
29,20.714,1713.22
30,16.6941,1713.22
31,4.39932,1713.22
32,10.1018,1713.22
33,24.5635,1713.22
34,5.67128,1713.22
35,3.35159,1713.22
36,25.5422,1642.6
37,25.3633,1642.6
38,2.05987,1642.6
39,1.53002,1642.6
40,29.6059,1642.6
41,28.6966,1642.6
42,24.7983,1642.6
43,30.7296,1642.6
44,17.8781,1642.6
45,10.1294,1642.6
46,3.99311,1642.6
47,7.82162,1642.6
48,22.3447,1642.6
49,27.3478,1642.6
50,25.8843,1642.6
51,16.7273,1642.6
52,25.7395,1642.6
53,10.3619,1642.6
54,8.5256,1642.6
55,2.5902,1642.6
56,14.7989,1642.6
57,27.1027,1642.6
58,20.3031,1642.6
59,8.22872,1642.6
60,15.8167,248.839
61,4.99717,248.839
62,12.628,248.839
63,25.9185,248.839
64,29.5607,248.839
65,18.2993,248.839
66,29.2701,248.839
67,23.1029,248.839
68,11.6626,248.839
69,31.3299,248.839
