Scenario Node ID,Electricity Price,Fuel Supply
0,22.0757,275.161
1,22.7037,4870.86
2,15.922,4870.86
3,17.3697,3789.29
4,19.872,3789.29
5,25.5122,3789.29
6,2.69558,3789.29
7,19.2483,5664.19
8,0.248377,5664.19
9,13.197,5664.19
10,29.6317,5664.19
11,14.5086,5664.19
12,21.0962,5664.19
13,16.2804,5664.19
14,18.565,5664.19
15,28.7046,5943.37
16,14.9835,5943.37
17,4.34099,5943.37
18,2.95065,5943.37
19,26.1528,5943.37
20,23.9421,5943.37
21,0.751572,5943.37
22,9.51564,5943.37
23,12.1975,5943.37
24,22.6399,5943.37
25,4.98276,5943.37
26,17.102,5943.37
27,7.94498,5943.37
28,27.4998,5943.37
29,10.2112,5943.37
30,9.17978,5943.37
31,19.5755,3788.31
32,2.91487,3788.31
33,25.1018,3788.31
34,6.94519,3788.31
35,22.7869,3788.31
36,20.614,3788.31
37,9.64077,3788.31
38,12.0352,3788.31
39,20.8624,3788.31
40,22.8378,3788.31
41,11.6668,3788.31
42,5.37097,3788.31
43,13.934,3788.31
44,27.9473,3788.31
45,23.936,3788.31
46,12.6386,3788.31
47,12.9307,3788.31
48,28.2769,3788.31
49,15.5892,3788.31
50,9.08353,3788.31
51,22.2191,3788.31
52,16.3408,3788.31
53,18.5992,3788.31
54,4.41651,3788.31
55,8.98068,3788.31
56,23.5819,3788.31
57,21.5185,3788.31
58,16.9257,3788.31
59,21.0817,3788.31
60,1.72968,3788.31
61,26.1054,3788.31
62,10.6572,3788.31
63,4.64455,2695.18
64,21.2073,2695.18
65,17.6024,2695.18
66,27.4314,2695.18
67,11.8213,2695.18
68,27.2431,2695.18
69,9.46657,2695.18
70,2.68363,2695.18
71,20.0809,2695.18
72,21.1334,2695.18
73,8.0546,2695.18
74,4.01486,2695.18
75,19.0807,2695.18
76,1.99056,2695.18
77,16.6535,2695.18
78,2.01142,2695.18
79,0.26751,2695.18
80,2.2427,2695.18
81,11.095,2695.18
82,22.4866,2695.18
83,18.5835,2695.18
84,29.6941,2695.18
85,26.9031,2695.18
86,27.5642,2695.18
87,23.2761,2695.18
88,18.4216,2695.18
89,14.4899,2695.18
90,14.3578,2695.18
91,20.1512,2695.18
92,10.5953,2695.18
93,25.0149,2695.18
94,24.7958,2695.18
95,1.80254,4821.47
96,12.6173,4821.47
97,22.2272,4821.47
98,13.6238,4821.47
99,9.86043,4821.47
100,1.69378,4821.47
101,16.3074,4821.47
102,29.9413,4821.47
103,22.8272,4821.47
104,24.362,4821.47
105,3.9562,4821.47
106,11.9079,4821.47
107,26.3526,4821.47
108,20.6097,4821.47
109,13.9193,4821.47
110,26.6201,4821.47
111,22.8524,4821.47
112,25.0143,4821.47
113,19.1067,4821.47
114,11.4359,4821.47
115,24.7084,4821.47
116,16.0097,4821.47
117,9.00006,4821.47
118,17.9845,4821.47
119,4.43132,4821.47
120,23.4899,4821.47
121,2.34224,4821.47
122,24.5826,4821.47
123,4.08521,4821.47
124,27.3572,4821.47
125,19.3784,4821.47
126,5.88775,4821.47
127,9.97449,2197.57
128,11.6056,2197.57
129,19.5115,2197.57
130,19.8349,2197.57
131,13.2993,2197.57
132,5.81897,2197.57
133,19.7763,2197.57
134,6.12654,2197.57
135,0.181,2197.57
136,23.7325,2197.57
137,18.0344,2197.57
138,26.5336,2197.57
139,14.3421,2197.57
140,1.9537,2197.57
141,23.1537,2197.57
142,7.19446,2197.57
143,26.968,2197.57
144,12.2604,2197.57
145,18.6303,2197.57
146,21.6763,2197.57
147,28.2701,2197.57
148,27.6304,2197.57
149,9.6608,2197.57
150,2.70143,2197.57
151,21.1203,2197.57
152,12.003,2197.57
153,27.284,2197.57
154,25.2055,2197.57
155,9.36022,2197.57
156,16.6624,2197.57
157,1.09326,2197.57
158,19.3347,2197.57
159,28.2679,1338.32
160,20.6048,1338.32
161,9.16963,1338.32
162,11.5673,1338.32
163,26.4238,1338.32
164,28.9459,1338.32
165,17.6938,1338.32
166,26.6048,1338.32
167,22.6783,1338.32
168,5.72824,1338.32
169,23.1384,1338.32
170,7.02044,1338.32
171,7.68194,1338.32
172,16.2921,1338.32
173,14.2149,1338.32
174,4.6499,1338.32
175,28.5524,1338.32
