Scenario Node ID,Electricity Price,Fuel Supply
0,14.479,1025.57
1,19.894,236.267
2,17.4811,236.267
3,25.424,1269.07
4,30.6135,1269.07
5,0.0809835,1269.07
6,7.95486,1269.07
7,13.7834,744.185
8,25.1746,744.185
9,22.9325,744.185
10,18.8867,744.185
11,14.0784,744.185
12,31.2252,744.185
13,15.8574,744.185
14,13.6464,744.185
15,2.58081,537.722
16,5.97903,537.722
17,12.9207,537.722
18,17.6633,537.722
19,26.1281,537.722
20,12.8417,537.722
21,19.8576,537.722
22,1.83352,537.722
23,31.2672,537.722
24,17.4847,537.722
25,27.7414,537.722
26,1.02801,537.722
27,2.86302,537.722
28,2.11142,537.722
29,3.24996,537.722
30,10.4009,537.722
31,16.5904,939.743
32,23.144,939.743
33,27.882,939.743
34,10.0144,939.743
35,21.7575,939.743
36,27.963,939.743
37,17.9693,939.743
38,3.54092,939.743
39,21.1376,939.743
40,8.90182,939.743
41,22.4276,939.743
42,3.21605,939.743
43,8.12706,939.743
44,6.28501,939.743
45,16.8624,939.743
46,10.7079,939.743
47,12.264,120.345
48,29.7831,120.345
49,28.3712,120.345
50,6.39212,120.345
51,10.6248,120.345
52,16.2288,120.345
53,8.22564,120.345
54,9.89205,120.345
55,1.7135,120.345
56,3.96704,120.345
57,10.9201,120.345
58,4.57652,120.345
59,6.07845,120.345
60,14.17,120.345
61,14.9774,120.345
62,22.6689,120.345
63,5.31401,643.213
64,10.8594,643.213
65,0.683319,643.213
66,27.0715,643.213
67,6.82242,643.213
68,18.6526,643.213
69,30.6125,643.213
70,27.96,643.213
