Scenario Node ID,Electricity Price,Fuel Supply
0,26.1994,1177.11
1,0.981806,572.945
2,20.1718,572.945
3,4.30769,572.945
4,20.4628,269.657
5,2.70069,269.657
6,0.693559,269.657
7,13.0215,269.657
8,26.7437,269.657
9,20.1239,269.657
10,24.5794,269.657
11,7.24304,269.657
12,22.2592,825.436
13,27.9827,825.436
14,0.359506,825.436
15,8.29825,825.436
16,12.3723,825.436
17,17.0507,825.436
18,6.32394,825.436
19,25.1088,825.436
20,0.721556,825.436
21,4.93002,825.436
22,32.5467,825.436
23,11.8462,825.436
24,23.5763,825.436
25,22.1684,825.436
26,24.3163,825.436
27,23.1346,825.436
28,1.91941,825.436
29,14.9289,825.436
30,31.5955,825.436
31,28.1188,825.436
32,15.9107,825.436
33,17.7673,825.436
34,32.4264,825.436
35,2.37355,825.436
36,20.468,1237
37,33.12,1237
38,15.395,1237
39,13.2117,1237
40,19.2439,1237
41,5.9745,1237
42,20.4547,1237
43,7.50309,1237
44,33.9572,1237
45,20.8142,1237
46,15.8013,1237
47,12.3295,1237
48,3.86492,1237
49,22.1253,1237
50,3.43823,1237
51,4.58647,1237
52,27.0553,1237
53,1.98493,1237
54,16.4326,1237
55,16.6317,1237
56,24.1533,1237
57,6.74895,1237
58,5.7663,1237
59,26.0727,1237
60,21.6779,1324.2
61,3.36181,1324.2
62,20.1915,1324.2
63,3.58861,1324.2
64,21.1291,1324.2
65,18.6179,1324.2
66,5.96216,1324.2
67,7.59714,1324.2
68,17.7379,1324.2
69,21.3572,1324.2
70,20.8088,1324.2
71,2.9818,1324.2
72,27.3317,1324.2
73,7.26352,1324.2
74,10.4849,1324.2
75,27.2889,1324.2
76,28.0777,1324.2
77,26.2862,1324.2
78,5.61833,1324.2
79,31.9427,1324.2
80,14.4115,1324.2
81,9.05655,1324.2
82,2.52913,1324.2
83,7.46682,1324.2
84,11.0415,1460.18
85,18.9618,1460.18
86,24.0985,1460.18
87,1.19477,1460.18
88,25.7107,1460.18
89,29.8648,1460.18
90,27.2675,1460.18
91,13.3886,1460.18
92,33.2266,1460.18
93,13.4589,1460.18
94,16.9772,1460.18
95,20.3557,1460.18
96,32.0768,1460.18
97,22.9394,1460.18
98,27.9529,1460.18
99,15.8147,1460.18
100,10.2966,1460.18
101,14.7617,1460.18
102,18.7965,1460.18
103,3.62828,1460.18
104,22.0252,1460.18
105,29.2814,1460.18
106,30.9171,1460.18
107,16.1029,1460.18
108,21.5676,1149.88
109,2.53547,1149.88
110,14.0456,1149.88
111,1.97916,1149.88
112,11.592,1149.88
113,16.5747,1149.88
114,9.44598,1149.88
115,22.6335,1149.88
116,1.53649,1149.88
117,33.5445,1149.88
118,23.8283,1149.88
119,27.2472,1149.88
120,29.4092,1149.88
121,17.0957,1149.88
122,6.63582,1149.88
123,28.6358,1149.88
124,30.5547,1149.88
125,23.613,1149.88
126,14.9915,1149.88
127,28.6315,1149.88
128,12.5524,1149.88
129,8.94439,1149.88
130,10.4462,1149.88
131,22.849,1149.88
132,23.706,1477.17
133,29.2427,1477.17
134,26.4773,1477.17
135,11.7312,1477.17
136,24.5241,1477.17
137,23.3944,1477.17
138,27.8342,1477.17
139,12.0918,1477.17
140,25.9299,1477.17
141,7.87975,1477.17
142,14.0709,1477.17
143,3.5219,1477.17
144,24.4545,1477.17
145,23.5169,1477.17
146,26.1554,1477.17
147,25.991,1477.17
148,23.0614,1477.17
149,15.9837,1477.17
150,19.2382,1477.17
151,18.4706,1477.17
152,33.0794,1477.17
153,25.874,1477.17
154,13.1064,1477.17
