Scenario Node ID,Electricity Price,Fuel Supply
0,18.8867,2366.71
1,14.0784,545.232
2,31.2252,545.232
3,15.8574,545.232
4,13.6464,2928.63
5,2.58081,2928.63
6,5.97903,2928.63
7,12.9207,2928.63
8,17.6633,2928.63
9,26.1281,2928.63
10,12.8417,2928.63
11,19.8576,2928.63
12,1.83352,1717.35
13,31.2672,1717.35
14,17.4847,1717.35
15,27.7414,1717.35
16,1.02801,1717.35
17,2.86302,1717.35
18,2.11142,1717.35
19,3.24996,1717.35
20,10.4009,1717.35
21,16.5904,1717.35
22,23.144,1717.35
23,27.882,1717.35
24,10.0144,1717.35
25,21.7575,1717.35
26,27.963,1717.35
27,17.9693,1717.35
28,3.54092,1717.35
29,21.1376,1717.35
30,8.90182,1717.35
31,22.4276,1717.35
32,3.21605,1717.35
33,8.12706,1717.35
34,6.28501,1717.35
35,16.8624,1717.35
36,10.7079,1240.9
37,12.264,1240.9
38,29.7831,1240.9
39,28.3712,1240.9
40,6.39212,1240.9
41,10.6248,1240.9
42,16.2288,1240.9
43,8.22564,1240.9
44,9.89205,1240.9
45,1.7135,1240.9
46,3.96704,1240.9
47,10.9201,1240.9
48,4.57652,1240.9
49,6.07845,1240.9
50,14.17,1240.9
51,14.9774,1240.9
52,22.6689,1240.9
53,5.31401,1240.9
54,10.8594,1240.9
55,0.683319,1240.9
56,27.0715,1240.9
57,6.82242,1240.9
58,18.6526,1240.9
59,30.6125,1240.9
60,27.96,2168.64
61,27.5544,2168.64
62,21.0401,2168.64
63,31.1761,2168.64
64,3.68151,2168.64
65,27.3251,2168.64
66,16.0385,2168.64
67,14.3894,2168.64
