Scenario Node ID,Electricity Price,Fuel Supply
0,31.6279,2292.21
1,13.4985,2809.36
2,15.4103,2809.36
3,5.8559,2809.36
4,27.1197,2842.69
5,23.6133,2842.69
6,24.3505,2842.69
7,31.6932,2842.69
8,5.09956,2842.69
9,15.6081,2842.69
10,6.76836,2842.69
11,3.18428,2842.69
12,8.29158,2952.39
13,22.4299,2952.39
14,3.56147,2952.39
15,11.2477,2952.39
16,26.9422,2952.39
17,13.5059,2952.39
18,23.4936,2952.39
19,31.3733,2952.39
20,1.43886,2952.39
21,17.4161,2952.39
22,10.6484,2952.39
23,4.55563,2952.39
24,13.6612,2952.39
25,4.32607,2952.39
26,16.3267,2952.39
27,28.2855,2952.39
28,5.6696,2952.39
29,5.09384,2952.39
30,5.67386,2952.39
31,5.29754,2952.39
32,18.5923,2952.39
33,21.0841,2952.39
34,11.1534,2952.39
35,13.712,2952.39
36,12.6974,1150.46
37,3.50393,1150.46
38,13.4052,1150.46
39,17.797,1150.46
40,19.112,1150.46
41,20.1735,1150.46
42,20.9813,1150.46
43,27.4036,1150.46
44,10.6034,1150.46
45,24.5428,1150.46
46,6.65127,1150.46
47,5.5456,1150.46
48,6.04865,1150.46
49,30.1448,1150.46
50,4.91887,1150.46
51,7.48751,1150.46
52,15.5609,1150.46
53,15.5672,1150.46
54,12.0431,1150.46
55,29.2222,1150.46
56,19.8933,1150.46
57,28.3698,1150.46
58,25.5076,1150.46
59,25.5629,1150.46
60,1.46364,2796.02
61,31.1815,2796.02
62,30.8604,2796.02
63,20.056,2796.02
64,20.2656,2796.02
65,10.0139,2796.02
66,1.76798,2796.02
67,0.963062,2796.02
68,13.5178,2796.02
69,15.1732,2796.02
70,18.7601,2796.02
71,0.629845,2796.02
72,3.34668,2796.02
73,7.74136,2796.02
74,28.0335,2796.02
75,13.9501,2796.02
76,0.284117,2796.02
77,2.68474,2796.02
78,19.4957,2796.02
79,6.33277,2796.02
80,0.829567,2796.02
81,24.4146,2796.02
82,13.8203,2796.02
83,16.3905,2796.02
84,7.9818,2089.66
85,25.8634,2089.66
86,13.6126,2089.66
87,27.8751,2089.66
88,22.2332,2089.66
89,7.12025,2089.66
90,21.438,2089.66
91,23.6969,2089.66
92,6.30173,2089.66
93,20.2984,2089.66
94,11.7528,2089.66
95,26.5673,2089.66
96,30.3123,2089.66
97,13.5208,2089.66
98,27.5304,2089.66
99,11.8301,2089.66
100,28.694,2089.66
101,14.2905,2089.66
102,12.46,2089.66
103,0.0406517,2089.66
104,22.0318,2089.66
105,8.49343,2089.66
106,13.9908,2089.66
107,22.3159,2089.66
108,11.1782,2142.84
109,1.48647,2142.84
110,28.6487,2142.84
111,12.0077,2142.84
112,25.9011,2142.84
113,10.469,2142.84
114,28.3982,2142.84
115,1.88286,2142.84
116,4.33239,2142.84
117,10.0108,2142.84
118,29.758,2142.84
119,26.5656,2142.84
120,17.1311,2142.84
121,19.196,2142.84
122,18.2625,2142.84
123,23.4328,2142.84
124,7.49439,2142.84
125,30.0153,2142.84
126,18.0002,2142.84
127,5.8067,2142.84
128,11.5361,2142.84
129,13.5306,2142.84
130,17.6368,2142.84
131,8.23009,2142.84
132,27.821,3857.65
133,30.0968,3857.65
134,8.27074,3857.65
135,17.8529,3857.65
136,6.59021,3857.65
137,22.2615,3857.65
138,8.1688,3857.65
139,17.7684,3857.65
140,23.748,3857.65
141,4.81751,3857.65
142,29.7761,3857.65
143,17.649,3857.65
144,15.2865,3857.65
