Scenario Node ID,Electricity Price,Fuel Supply
0,5.17005,2292.21
1,3.74084,2809.36
2,24.5611,2809.36
3,8.80777,2842.69
4,27.9476,2842.69
5,25.9355,2842.69
6,6.7777,2842.69
7,23.7454,2952.39
8,26.8584,2952.39
9,21.4349,2952.39
10,27.293,2952.39
11,30.8419,2952.39
12,8.43451,2952.39
13,16.2021,2952.39
14,29.4175,2952.39
15,21.741,1150.46
16,16.8721,1150.46
17,21.6711,1150.46
18,9.51686,1150.46
19,30.1117,1150.46
20,18.7153,1150.46
21,2.466,1150.46
22,8.9305,1150.46
23,2.54757,1150.46
24,1.2342,1150.46
25,19.5132,1150.46
26,8.93762,1150.46
27,28.5356,1150.46
28,23.0881,1150.46
29,16.6814,1150.46
30,0.737875,1150.46
31,28.2581,2796.02
32,20.4222,2796.02
33,25.299,2796.02
34,5.06588,2796.02
35,16.3698,2796.02
36,19.2345,2796.02
37,11.8436,2796.02
38,8.11519,2796.02
39,14.0929,2796.02
40,1.27851,2796.02
41,3.40818,2796.02
42,12.9349,2796.02
43,9.71302,2796.02
