Scenario Node ID,Electricity Price,Fuel Supply
0,12.7762,1688.49
1,24.4524,2487.35
2,16.5501,2487.35
3,6.7446,2788.44
4,23.1762,2788.44
5,10.1882,2788.44
6,23.6864,2788.44
7,8.20048,2399.48
8,7.28402,2399.48
9,14.3422,2399.48
10,3.08409,2399.48
11,6.31905,2399.48
12,33.6352,2399.48
13,32.8236,2399.48
14,12.709,2399.48
15,19.4386,569.182
16,11.6657,569.182
17,30.8715,569.182
18,14.0971,569.182
19,0.470345,569.182
20,16.1723,569.182
21,3.8985,569.182
22,0.931436,569.182
23,28.2895,569.182
24,3.56236,569.182
25,32.1739,569.182
26,32.7553,569.182
27,9.41852,569.182
28,13.7241,569.182
29,2.65379,569.182
30,24.3477,569.182
31,26.5003,2830.48
32,27.1062,2830.48
33,6.89777,2830.48
34,33.2449,2830.48
35,16.2823,2830.48
36,17.086,2830.48
37,22.9313,2830.48
38,24.4828,2830.48
39,24.37,2830.48
40,3.27348,2830.48
41,27.5669,2830.48
42,30.6891,2830.48
43,2.90867,2830.48
44,26.3906,2830.48
45,9.39805,2830.48
46,22.3472,2830.48
47,4.05623,2830.48
48,6.26957,2830.48
49,2.44436,2830.48
50,4.52657,2830.48
51,22.4419,2830.48
52,6.34286,2830.48
53,5.45801,2830.48
54,16.7314,2830.48
55,9.90522,2830.48
56,3.63187,2830.48
57,15.4866,2830.48
58,19.3237,2830.48
59,17.356,2830.48
60,18.1404,2830.48
61,9.67146,2830.48
62,9.85627,2830.48
63,11.2466,2356.5
64,16.5692,2356.5
65,9.10118,2356.5
66,27.5289,2356.5
67,33.6552,2356.5
68,32.0325,2356.5
69,18.0117,2356.5
70,24.0253,2356.5
71,1.30595,2356.5
72,11.5787,2356.5
73,20.7144,2356.5
74,4.21462,2356.5
75,3.96924,2356.5
76,30.1124,2356.5
77,26.5619,2356.5
78,8.02547,2356.5
79,2.38197,2356.5
80,29.0062,2356.5
81,12.552,2356.5
82,24.8238,2356.5
83,1.34909,2356.5
84,18.0101,2356.5
85,7.5552,2356.5
86,11.2543,2356.5
87,21.6419,2356.5
88,23.0418,2356.5
89,30.5781,2356.5
90,4.99787,2356.5
91,7.18223,2356.5
92,6.24951,2356.5
93,14.8541,2356.5
94,18.4288,2356.5
95,22.8187,2965.57
96,23.9553,2965.57
97,11.9577,2965.57
98,22.474,2965.57
99,21.9878,2965.57
100,29.9694,2965.57
101,12.4993,2965.57
102,23.2938,2965.57
103,7.54811,2965.57
104,33.2136,2965.57
105,27.5084,2965.57
106,11.5173,2965.57
107,29.326,2965.57
108,20.0702,2965.57
109,19.5428,2965.57
110,31.708,2965.57
111,15.0765,2965.57
112,32.0949,2965.57
113,22.5318,2965.57
114,16.4256,2965.57
115,16.1049,2965.57
116,30.087,2965.57
117,27.6799,2965.57
118,3.74683,2965.57
119,19.1288,2965.57
