Scenario Node ID,Electricity Price,Fuel Supply
0,8.77128,2045.34
1,6.26089,3349.85
2,23.9718,3349.85
3,17,3599.59
4,22.0776,3599.59
5,28.969,3599.59
6,29.628,3599.59
7,15.996,3953.59
8,26.5297,3953.59
9,15.9273,3953.59
10,13.2661,3953.59
11,17.6326,3953.59
12,27.5899,3953.59
13,12.596,3953.59
14,10.2656,3953.59
15,4.85837,3790.61
16,8.6225,3790.61
17,27.6969,3790.61
18,12.8564,3790.61
19,22.5271,3790.61
20,23.2575,3790.61
21,24.8476,3790.61
22,12.2534,3790.61
23,9.16284,3790.61
24,0.186578,3790.61
25,27.8638,3790.61
26,11.7954,3790.61
27,1.26509,3790.61
28,21.8362,3790.61
29,22.9536,3790.61
30,4.93381,3790.61
31,30.6075,574.245
32,29.2145,574.245
33,28.9056,574.245
34,15.6075,574.245
35,19.2921,574.245
36,25.8746,574.245
37,13.2356,574.245
38,3.28811,574.245
39,20.4043,574.245
40,29.1629,574.245
41,16.5542,574.245
42,6.0369,574.245
43,24.7528,574.245
44,29.1502,574.245
45,16.3025,574.245
46,29.6112,574.245
47,5.77272,574.245
48,11.9993,574.245
49,10.4676,574.245
50,28.2998,574.245
51,3.25686,574.245
52,3.31523,574.245
53,8.55318,574.245
54,12.4197,574.245
55,3.50181,574.245
56,4.41703,574.245
57,24.2151,574.245
58,4.7669,574.245
59,26.2533,574.245
60,15.1687,574.245
61,9.70071,574.245
62,24.8608,574.245
63,12.3832,3679.19
64,6.60633,3679.19
65,8.46833,3679.19
66,31.6752,3679.19
67,0.480922,3679.19
68,21.7039,3679.19
69,2.96336,3679.19
70,20.8852,3679.19
71,18.8668,3679.19
72,19.5176,3679.19
73,26.9221,3679.19
74,11.6196,3679.19
75,16.6678,3679.19
76,11.2246,3679.19
77,9.23084,3679.19
78,22.4405,3679.19
79,23.2239,3679.19
80,19.6985,3679.19
81,18.7403,3679.19
82,26.4808,3679.19
83,23.0137,3679.19
84,27.2935,3679.19
85,6.90046,3679.19
86,26.5155,3679.19
87,31.7105,3679.19
88,31.1156,3679.19
89,31.2824,3679.19
90,25.9638,3679.19
91,14.2843,3679.19
92,8.98314,3679.19
93,18.8246,3679.19
94,26.6675,3679.19
95,15.5895,2778.87
96,27.2929,2778.87
97,26.3427,2778.87
98,16.0704,2778.87
99,16.9968,2778.87
100,29.3061,2778.87
101,4.95558,2778.87
102,3.86365,2778.87
103,16.8236,2778.87
104,31.8777,2778.87
105,15.4833,2778.87
106,1.4914,2778.87
107,11.1022,2778.87
108,24.7141,2778.87
109,23.9319,2778.87
110,2.32616,2778.87
111,12.4126,2778.87
112,10.6722,2778.87
113,28.8069,2778.87
114,3.42633,2778.87
115,5.96573,2778.87
116,3.7074,2778.87
117,29.9419,2778.87
118,5.67627,2778.87
119,2.82297,2778.87
120,29.2243,2778.87
121,31.6401,2778.87
