Scenario Node ID,Electricity Price,Fuel Supply
0,27.6468,1025.57
1,17.2109,236.267
2,19.7838,236.267
3,2.83605,1269.07
4,25.0474,1269.07
5,4.65653,1269.07
6,3.58579,1269.07
7,4.45032,744.185
8,10.4938,744.185
9,0.44683,744.185
10,21.9335,744.185
11,27.8102,744.185
12,25.3151,744.185
13,23.8674,744.185
14,10.6641,744.185
15,27.0628,537.722
16,25.151,537.722
17,31.7063,537.722
18,11.7269,537.722
19,30.0274,537.722
20,0.646809,537.722
21,19.1118,537.722
22,19.5564,537.722
23,18.5044,537.722
24,27.4327,537.722
25,18.2024,537.722
26,15.3353,537.722
27,19.7513,537.722
28,12.4621,537.722
29,0.461154,537.722
30,22.1595,537.722
31,8.10898,939.743
32,17.6721,939.743
33,9.9433,939.743
34,10.945,939.743
35,10.7195,939.743
36,14.5998,939.743
37,14.5308,939.743
38,15.1698,939.743
39,25.0936,939.743
40,14.9777,939.743
41,5.10332,939.743
42,20.9039,939.743
